DateTime,Dry-bulb temperature (°C),Total system energy (kBtu/h),System natural gas (kBtu/h),System electricity (kBtu/h),Total lights energy (kBtu/h),Lights electricity (kBtu/h),Total equip energy (kBtu/h),Equip electricity (kBtu/h),Total CE ex equip (kgCO2/h),Total system CE (kgCO2/h),System nat. gas CE (kgCO2/h)
06-24 10:15,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 10:45,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 11:15,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 11:45,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 12:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 12:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 13:15,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 13:45,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 14:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 14:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 15:15,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 15:45,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 16:15,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 16:45,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 17:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 17:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-24 18:15,11.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-24 18:45,11.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-24 19:15,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-24 19:45,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-24 20:15,10.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-24 20:45,10.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-24 21:15,9.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-24 21:45,9.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-24 22:15,9.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-24 22:45,9.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-24 23:15,9.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-24 23:45,9.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-25 00:15,8.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 00:45,8.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 01:15,7.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 01:45,7.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 02:15,6.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 02:45,6.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 03:15,6.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 03:45,6.60,4.976,4.841,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 04:15,8.00,5.024,4.889,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 04:45,8.00,4.911,4.776,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 05:15,9.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 05:45,9.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 06:15,10.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 06:45,10.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 07:15,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 07:45,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-25 08:15,12.40,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-25 08:45,12.40,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-25 09:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 09:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 10:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 10:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 11:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 11:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 12:15,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 12:45,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 13:15,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 13:45,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 14:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 14:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 15:15,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 15:45,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 16:15,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 16:45,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 17:15,10.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 17:45,10.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-25 18:15,11.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-25 18:45,11.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-25 19:15,10.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-25 19:45,10.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-25 20:15,10.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-25 20:45,10.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-25 21:15,10.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-25 21:45,10.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-25 22:15,9.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-25 22:45,9.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-25 23:15,9.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-25 23:45,9.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-26 00:15,7.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 00:45,7.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 01:15,7.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 01:45,7.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 02:15,6.80,4.895,4.759,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 02:45,6.80,5.132,4.996,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 03:15,6.30,5.285,5.150,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 03:45,6.30,5.403,5.267,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 04:15,5.90,5.502,5.366,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 04:45,5.90,5.582,5.447,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 05:15,7.10,5.557,5.422,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 05:45,7.10,5.413,5.278,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 06:15,9.30,5.188,5.053,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 06:45,9.30,4.900,4.765,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 07:15,10.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 07:45,10.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-26 08:15,11.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-26 08:45,11.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-26 09:15,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 09:45,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 10:15,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 10:45,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 11:15,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 11:45,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 12:15,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 12:45,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 13:15,12.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 13:45,12.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 14:15,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 14:45,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 15:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 15:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 16:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 16:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 17:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 17:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-26 18:15,11.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-26 18:45,11.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-26 19:15,11.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-26 19:45,11.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-26 20:15,11.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-26 20:45,11.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-26 21:15,10.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-26 21:45,10.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-26 22:15,10.90,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-26 22:45,10.90,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-26 23:15,10.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-26 23:45,10.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-27 00:15,10.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 00:45,10.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 01:15,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 01:45,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 02:15,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 02:45,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 03:15,10.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 03:45,10.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 04:15,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 04:45,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 05:15,10.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 05:45,10.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 06:15,10.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 06:45,10.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 07:15,11.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 07:45,11.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-27 08:15,11.50,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-27 08:45,11.50,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-27 09:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 09:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 10:15,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 10:45,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 11:15,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 11:45,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 12:15,12.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 12:45,12.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 13:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 13:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 14:15,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 14:45,11.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 15:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 15:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 16:15,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 16:45,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 17:15,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 17:45,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-27 18:15,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-27 18:45,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-27 19:15,11.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-27 19:45,11.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-27 20:15,11.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-27 20:45,11.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-27 21:15,11.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-27 21:45,11.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-27 22:15,11.10,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-27 22:45,11.10,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-27 23:15,11.10,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-27 23:45,11.10,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-28 00:15,11.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 00:45,11.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 01:15,11.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 01:45,11.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 02:15,11.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 02:45,11.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 03:15,11.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 03:45,11.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 04:15,11.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 04:45,11.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 05:15,12.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 05:45,12.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 06:15,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 06:45,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 07:15,13.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 07:45,13.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-28 08:15,16.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-28 08:45,16.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-28 09:15,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 09:45,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 10:15,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 10:45,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 11:15,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 11:45,18.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 12:15,19.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 12:45,19.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 13:15,20.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 13:45,20.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 14:15,20.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 14:45,20.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 15:15,20.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 15:45,20.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 16:15,19.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 16:45,19.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 17:15,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 17:45,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-28 18:15,18.30,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-28 18:45,18.30,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-28 19:15,18.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-28 19:45,18.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-28 20:15,17.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-28 20:45,17.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-28 21:15,16.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-28 21:45,16.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-28 22:15,16.30,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-28 22:45,16.30,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-28 23:15,15.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-28 23:45,15.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
06-29 00:15,15.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 00:45,15.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 01:15,15.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 01:45,15.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 02:15,15.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 02:45,15.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 03:15,15.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 03:45,15.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 04:15,14.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 04:45,14.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 05:15,14.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 05:45,14.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 06:15,15.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 06:45,15.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 07:15,15.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 07:45,15.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
06-29 08:15,15.40,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-29 08:45,15.40,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
06-29 09:15,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 09:45,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 10:15,15.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 10:45,15.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 11:15,17.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 11:45,17.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 12:15,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 12:45,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 13:15,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 13:45,18.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 14:15,17.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 14:45,17.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 15:15,18.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 15:45,18.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 16:15,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 16:45,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 17:15,17.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 17:45,17.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
06-29 18:15,16.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-29 18:45,16.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-29 19:15,15.30,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-29 19:45,15.30,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
06-29 20:15,13.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-29 20:45,13.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-29 21:15,12.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-29 21:45,12.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
06-29 22:15,12.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
06-29 22:45,12.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
